timestamp,cpu_usage,memory_usage,disk_io,hour,day,cpu_moving_avg,cpu_std,memory_moving_avg,memory_std,anomaly
2025-02-19 03:42:55.582813501,2.074234513959883,1.4194193535531312,-5.652473161013546,3,2,,,,,1
2025-02-19 03:42:57.584544420,3.0723887334255924,3.048854835948303,-5.332903814808831,3,2,,,,,1
2025-02-19 03:42:59.586383104,3.0723887334255924,1.4194193535531312,-4.961584507699513,3,2,,,,,1
2025-02-19 03:43:01.598876715,3.0911510307839705,2.7772822555491086,-4.7002857360299934,3,2,,,,,1
2025-02-19 03:43:03.600873709,3.0723887334255924,3.048854835948303,-3.5828896729695456,3,2,2.876510349004126,0.4485594058264593,2.342766126910395,0.8501566508366788,1
2025-02-19 03:43:05.602382183,2.9222903545585686,3.3204274163474974,-3.293433706077017,3,2,3.046121517123863,0.06969884123761112,2.7229677394692686,0.753583327489413,1
2025-02-19 03:43:07.603897810,2.4082034069390112,4.135145157545086,-2.382741095106319,3,2,2.913284451826547,0.2904534527876268,2.9402258037886253,0.9904025259702293,1
2025-02-19 03:43:09.605722904,2.205570595468529,4.678290318343475,-1.5724362948938637,3,2,2.739920824235134,0.40703894965492404,3.5919999967466936,0.7917633261333586,1
2025-02-19 03:43:11.607631683,2.1192640276199897,-2.3825967720356065,-1.0524766361599265,3,2,2.5455434236023384,0.4288537506986376,2.560024191229751,2.837900980227249,1
2025-02-19 03:43:13.609054565,0.531973671101211,-2.3825967720356065,-0.7178506002991188,3,2,2.037460411137462,0.8974711120533251,1.473733869632969,3.5533484619306313,0
2025-02-19 03:43:15.610615492,1.0798327539658485,-2.111024191636412,-0.38515110937462216,3,2,1.668968891018918,0.8180791964855764,0.38744354803618714,3.6757727471922026,0
2025-02-19 03:43:17.612192154,2.8097165704083005,-1.8394516112372126,-0.13330722746945978,3,2,1.7492715237127758,0.921901475390235,-0.8074758057202726,3.0748924591997757,1
2025-02-19 03:43:19.614219427,1.301227862794709,-2.3825967720356065,0.12725056537840213,3,2,1.5684029771780117,0.8984119941433439,-2.219653223796089,0.24290190023903666,0
